  1926.00000000                100 
  1926.08333333           100.0561 
  1926.16666667      96.7496461194 
  1926.25000000      90.5574752685 
  1926.33333333      93.9098224454 
  1926.41666667      95.0456617479 
  1926.50000000       100.14619214 
  1926.58333333      103.291884181 
  1926.66666667      106.250886787 
  1926.75000000      106.865760669 
  1926.83333333      103.767081073 
  1926.91666667      106.730046306 
  1927.00000000      109.847737688 
  1927.08333333      110.113129823 
  1927.16666667      115.108632183 
  1927.25000000      115.540980206 
  1927.33333333      116.375763788 
  1927.41666667      123.099140789 
  1927.50000000      120.503349207 
  1927.58333333      129.574720832 
  1927.66666667      132.488856304 
  1927.75000000      139.103229966 
  1927.83333333       133.43199128 
  1927.91666667      142.565811379 
  1928.00000000      145.956311506 
  1928.08333333      145.468817425 
  1928.16666667      143.362719886 
  1928.25000000      156.333892056 
  1928.33333333      163.188507887 
  1928.41666667      166.075312592 
  1928.50000000      158.561235074 
  1928.58333333      160.051710683 
  1928.66666667      171.288301084 
  1928.75000000      176.683539991 
  1928.83333333      180.080811098 
  1928.91666667      201.960629647 
  1929.00000000      203.082924866 
  1929.08333333      214.036202418 
  1929.16666667      213.940742272 
  1929.25000000      212.270292956 
  1929.33333333      215.916884319 
  1929.41666667       202.97849686 
  1929.50000000      223.595631721 
  1929.58333333      233.871639764 
  1929.66666667      253.830947116 
  1929.75000000       241.02390668 
  1929.83333333      193.618360618 
  1929.91666667      169.646084153 
  1930.00000000      172.426583473 
  1930.08333333      182.497502934 
  1930.16666667      187.651597411 
  1930.25000000      201.656223778 
  1930.33333333      197.514003285 
  1930.41666667      194.746832099 
  1930.50000000        163.5912339 
  1930.58333333      170.456176439 
  1930.66666667      171.080557414 
  1930.75000000      149.728848446 
  1930.83333333      136.765474476 
  1930.91666667      132.928245559 
  1931.00000000      122.594536677 
  1931.08333333      130.415087361 
  1931.16666667      144.720970369 
  1931.25000000      135.622941846 
  1931.33333333      122.030946237 
  1931.41666667      105.698812516 
  1931.50000000      120.532583865 
  1931.58333333      112.524640058 
  1931.66666667        112.8709909 
  1931.75000000      79.9430238539 
  1931.83333333      86.4590997852 
  1931.91666667       78.815942446 
  1932.00000000      68.1780758781 
  1932.08333333      67.4598880268 
  1932.16666667      71.3498275501 
  1932.25000000      63.4586079729 
  1932.33333333      52.0730549062 
  1932.41666667      41.3356951307 
  1932.50000000      41.1584063342 
  1932.58333333      55.1787293432 
  1932.66666667       75.671336919 
  1932.75000000      73.5034287876 
  1932.83333333      63.7603287915 
  1932.91666667      60.0456520361 
  1933.00000000      62.7613367408 
  1933.08333333      63.3772137382 
  1933.16666667      53.6675710847 
  1933.25000000      55.4442360254 
  1933.33333333      77.2971935452 
  1933.41666667      93.7816703378 
  1933.50000000      106.288769021 
  1933.58333333      96.0488027245 
  1933.66666667      107.698081763 
  1933.75000000      96.2997475815 
  1933.83333333      88.2442736963 
  1933.91666667      97.0595236615 
  1934.00000000      98.7945597065 
  1934.08333333      111.319635191 
  1934.16666667      108.616015212 
  1934.25000000      109.096641079 
  1934.33333333      107.095263198 
  1934.41666667      99.3551672412 
  1934.50000000        101.8732246 
  1934.58333333      90.7317575182 
  1934.66666667      95.9073691623 
  1934.75000000      95.6808359563 
  1934.83333333      93.8729465609 
  1934.91666667      101.579446109 
  1935.00000000       101.94045946 
  1935.08333333       98.534017067 
  1935.16666667      96.6163480268 
  1935.25000000      93.1369034853 
  1935.33333333      101.561322679 
  1935.41666667      105.071383553 
  1935.50000000      111.144089236 
  1935.58333333      119.386534894 
  1935.66666667      122.582870593 
  1935.75000000      125.779096361 
  1935.83333333      134.513071033 
  1935.91666667      141.625046124 
  1936.00000000      148.270943039 
  1936.08333333      158.584521566 
  1936.16666667      162.612885583 
